class_id,representative,class_size,elements,units_used,theoretical_case,notes
3906,260231/59049,1,260231/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3907,260591/59049,1,260591/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3908,260627/59049,1,260627/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3909,260899/59049,1,260899/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3910,261203/59049,1,261203/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3911,261475/59049,1,261475/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3912,261511/59049,1,261511/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3913,261871/59049,1,261871/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3914,261923/59049,1,261923/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3915,262087/59049,1,262087/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3916,262483/59049,1,262483/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3917,262499/59049,1,262499/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3918,262535/59049,1,262535/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3919,262895/59049,1,262895/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3920,263111/59049,1,263111/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3921,263507/59049,1,263507/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3922,263779/59049,1,263779/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3923,263815/59049,1,263815/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3924,264355/59049,1,264355/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3925,264391/59049,1,264391/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3926,264787/59049,1,264787/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3927,264803/59049,1,264803/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3928,264839/59049,1,264839/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3929,265379/59049,1,265379/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3930,265415/59049,1,265415/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3931,265651/59049,1,265651/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3932,265811/59049,1,265811/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3933,266083/59049,1,266083/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3934,266659/59049,1,266659/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3935,266675/59049,1,266675/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3936,266695/59049,1,266695/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3937,267107/59049,1,267107/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3938,267271/59049,1,267271/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3939,267683/59049,1,267683/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3940,267719/59049,1,267719/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3941,267955/59049,1,267955/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3942,268295/59049,1,268295/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3943,268567/59049,1,268567/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
3944,268963/59049,1,268963/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
